"","title","date","link","description","article_text"
"123","Gen Z is craving a more sustainable food system",2022-08-23,"/~/media/mckinsey/email/genz/2022/08/23/2022-08-23b.html","Hello again! Our summer interns are here for the second week of our intern takeover. Today, we’re looking at a social issue that’s top of mind for Gen Z: a sustainable and equitable food system.","Gen Z and millennials are the generations that are the most interested in vegetarian, vegan, and conscious eating options, according to McKinsey research, and 73 percent of Gen Z participants in a 2022 survey said that they thought their generation was the most concerned about the environmental impact of what we eat. They have reason to be: worldwide, 27 percent of global greenhouse-gas emissions come from food and agriculture.

The implications of climate change are just some of the issues on our plate. In the US alone, an estimated 40 million people faced hunger in 2021, and Black and Latino households experience food insecurity 2.5 and 2 times more than White households, respectively. The risk of a global food crisis is rising as the war in Ukraine continues, and at-risk populations are suffering the most. Historically, supply shocks within the food system have led to inflation, lower fiscal strength, and malnutrition: 811 million people worldwide suffered from high levels of malnutrition or undernourishment in 2020, according to McKinsey senior partner Daniel Aminetzah, partner Nicolas Denis, senior partner Nelson Ferreira, managing partner Oleksandr Kravchenko, partner Ivan Verlan, and their coauthors. Many Gen Zers are aware of these trends—our efforts for change (and our changing tastes) are already on display. Case in point: college campuses.

Food cycling

In keeping with food sustainability priorities, Gen Zers on campus are taking “reduce, reuse, recycle” seriously. Universities are implementing programs (often as a result of student advocacy) to reduce food waste, provide shelters with uneaten food from dining halls, and donate unused funds from meal plans to students in need.These efforts are key for accessibility: 29 percent of students at four-year colleges in the US said that they experienced food insecurity in the past 30 days. Plus, these programs help reduce waste—the UN estimates that one-third of the food produced worldwide never gets eaten, and almost all wasted food is thrown out at the consumer level. At one university, omitting food trays to encourage smaller portions led to a 22 percent drop in food waste. Some schools also provide reusable takeout containers for students to eat on the go, a waste-saving practice they might take into their adult lives; the lunch box market is actually growing worldwide.Alternative proteins

Meat alternatives are also becoming more popular with Gen Z (for example, some schools are implementing “Meatless Mondays”), and more vegan and vegetarian options are popping up in dining halls and campus grocery stores. Less meat can be good for the planet:

More than 50 percent of greenhouse-gas emissions from food and agriculture come from animal farming.

Cultured (or lab-grown) meat can be up to 150 times the price of the same quantity of a plant-based protein such as soy.

Yet, lab-grown meat is projected to be a $25 billion global industry by 2030.

A survey found that 77 percent of respondents said they could be persuaded to purchase meat alternatives; 87 percent of those respondents were Gen Zers. Since meat plays a central role in people’s diets in many countries, plant-based food technology can be a hot topic, but meeting in the middle may be key to a sustainable future.

Agricultural advancements

Many people in the US, including in urban and campus environments, struggle to get enough fresh produce, creating a nutritional inequity that can span decades. That’s where sustainable agriculture tech comes in. One example: hydroponic “farms” that can grow crops vertically in less space than is needed in a typical garden bed.

Some schools are vertically growing herbs and grains in dining halls, and some Gen Z students are majoring in hydroponics to prepare for a growing market in agriculture start-ups. Overall, the agritech industry could grow by $500 billion by the end of the decade. Ensuring a promising food outlook is a lot to bite off, but personal and structural changes to food can help get everyone to the sustainable, secure future we need.

Millions of dollars have been invested in global sustainability-themed start-ups.

Green grocers. Add sustainability to your shopping list. Here’s how grocers are transforming the food system. Textbook issues. In higher education, the problem of racial and ethnic inequity isn’t new. But why is it taking us so long to fix it?Going global. Here’s how the war in Ukraine has affected food security and climate change, and what that means for the future.

Inflating hunger. Food insecurity is growing as the economy slows, with food prices rising 10.4 percent in the US and food banks receiving more and more families. [NYT]Dining halt. Food insecurity on college campuses is more prevalent than you might think—and addressing the problem is not as simple as donating a meal swipe. [Health Affairs]

"
"124","Gen Z in the workplace. Literally.",2022-08-16,"/~/media/mckinsey/email/genz/2022/08/16/2022-08-16a.html","Welcome back. Here in the Northern Hemisphere, we’re in the final stretch of summer—and the summer college break is a time when interns descend on many organizations.","Welcome back. Here in the Northern Hemisphere, we’re in the final stretch of summer—and the summer college break is a time when interns descend on many organizations. So we asked McKinsey Global Publishing’s Gen Z summer interns, Hanna Carney, Imaya Jeffries, and Mia Nitekman, to tell us how they felt about their hybrid work experiences. Here’s what they had to say.    We’ve been working in New York City for a few months, figuring out living situations, commutes, and pay stubs while formatting spreadsheets and bonding over huddled lunches. Now that we are “seasoned” professionals, here are our two cents on the Gen Z work experience. Many execs speculate that Gen-Zers aren’t interested in an office environment and prefer hybrid work. But that’s not necessarily true. Over the past two years, we’ve been virtually attending college lectures and other activities that are all meant to be in-person. So when it came time to start our internships, we were eager for the human connection that the pandemic robbed from us. In fact, according to a survey of 5,000 Americans, the people who want to work fully remote tend to be in an older cohort: 41 percent of workers aged 50 to 64 prefer remote work, compared with 24 percent of those aged 20 to 29. How did this play out for each of us as we entered the world of hybrid work? Imaya liked the office routine.Being new to New York, as well as to an internship and an office environment, I started this summer feeling like a fish out of water. Establishing a routine of getting ready in the morning, commuting across the city, and settling at the office with work friends helped me thrive. Work colleagues play a vital role in balancing our personal and professional lives—boosting happiness, engagement, and job satisfaction. One recent McKinsey Global Survey found that a positive team climate (in which team members value one another’s contributions, care about one another’s well-being, and have input into how the team carries out its work) is the most important factor in determining a team’s psychological safety at work. But only 43 percent of survey respondents reported that their team had a positive work environment.

One thing that I found daunting as I started my summer job was attire. I’ve never felt that office-appropriate clothing was flattering or my style. But I’ve been able to incorporate some of my thrifted pieces into my office wardrobe, maintaining professionalism while still feeling like myself. And the ability to be your authentic self is extremely important to feeling included at work. For example, McKinsey research on LGBTQ+ lived experiences at work found that employees were 1.6 times more likely to feel included when leaders placed diversity and inclusion on their strategic agenda.For some people, working from home is a luxury. But I’ve found that I really prefer being in an office environment, even though I appreciate the flexibility of hybrid work.Hanna split the difference.When I started my internship, I thought that I would have the energy to come into the office every day. I had just graduated from college, and I felt cheated out of many in-person experiences because of COVID-19. But I discovered that I like to stay home every now and then and work remotely. And I’m not the only one who feels this way; McKinsey research shows that 87 percent of workers who are offered at least some remote work take advantage of that option and spend approximately three days a week working from home. It’s nice to have the choice to work remotely when I need to prioritize my mental health, or in the office when I want to feel social. I’m lucky to have a support system both at home and at work—I’ve grown close to my three roommates and my fellow interns, who are all also young women navigating the work world.Mia gravitated toward flexibility.As someone with an E as the first letter of their Myers-Briggs type (which stands for extrovert, if you’ve forgotten), nothing prepared me for how convenient and enjoyable remote work can be. My commute was more than an hour long each way, and while building personal connections is important to me, when I really need to concentrate, working from home served me best.And during those at-home days, the time I would have spent trekking to and from the office I could spend keeping a hold on work–life balance. Plus, remote work can be a way to improve accessibility. For example, the natural comfort of working from home can be very helpful to neurodivergent individuals. Managers should help create environments that reflect the working strategies of their employees.Though we are all Gen Z interns at the same firm in the same city, we have unique takes on the work experience and are navigating the professional world in our own ways. The bottom line? You can’t fit all of Gen Z in a box—much less a cubicle.

Black beauty brands are setting the foundation for a more inclusive and healthy industry. So why are they underrepresented?

Dress up. Looking to build your office wardrobe? Do something healthy for your planet and your wallet: office-appropriate clothes are out there and recirculating﻿.Reimagining. The new frontier may be in your own backyard—literally. Check out talent experts’ take on the good, the bad, and the innovative when it comes to hybrid work.Your Big Three. Think of it as the sun, moon, and rising zodiac signs of a value-driven organization: addressing three pressing questions can help leaders build purpose.

Looking to the future. The interns of today will be the bosses of tomorrow. Here’s how leaders today can understand and support their Gen Z interns. [Fast Company]Spectrum of opportunity. Remote productivity tech can help make working remotely work for everyone, including colleagues on the autism spectrum. [WSJ]

Search >500 job openings On our Careers Blog, Sarah, an intern in McKinsey’s Risk & Resilience Practice, talks about why she gave McKinsey a shot even when she didn’t want another internship Sign up for our free Careers Blog newsletter or >45 other free alerts and newsletters"
"125","School’s back soon—with a host of problems for Gen Z",2022-08-09,"/~/media/mckinsey/email/genz/2022/08/09/2022-08-09b.html","With August in full swing, back-to-school days are just around the corner. This year, make sure you avoid that last-minute scramble for college-ruled composition books (that is, if you still use paper). Internet ubiquity has already set Gen Z’s education apart, but there’s a lot more to the picture.","With August in full swing, back-to-school days are just around the corner. This year, make sure you avoid that last-minute scramble for college-ruled composition books (that is, if you still use paper). Internet ubiquity has already set Gen Z’s education apart, but there’s a lot more to the picture.   If you’re a Gen Zer who’s 12 …You might not get the chance to learn the same way your global peers do. Half of all kids in the Middle East, North Africa, and Pakistan fail to reach a basic level of learning in primary school. And while the pandemic may have helped speed the spread of learning tech, many places are still recovering from disruptions—in Tanzania, only 6 percent of kids listened to radio lessons, and less than 1 percent studied online. Who’s 15 … Life is tough enough in high school, but students globally are eight months behind where they should be. In the US, high schoolers have become more likely to drop out of school and less likely to go on to postsecondary education. In prepandemic 2020, Gen Zers were expected to become the most well-educated generation ever. Only time will tell if we can pull that off.

Who’s 20 … Maybe you’re finalizing your college major choice. Overall, Gen Zers are increasingly choosing pragmatic fields such as business or healthcare over the humanities, especially as financial woes rise. We’ve also shown we’re more into hands-on learning and want to see what we’ll actually be able to do with our studies. What’s your call?Who’s 25 …You might be considering going to graduate school—maybe the life of a professor is for you? But diversity problems still plague higher education: at US universities, there was effectively no progress from 2013 to 2020 in hiring faculty from underrepresented populations. (It’s not any better for undergraduates either—check out the data here.) If you’re headed back to school soon, good luck—and feel free to let us know at newideas@mckinsey.com about the biggest stresses (or successes!) on your mind.

The pandemic disrupted at least some schooling for the majority of Gen Z—and students in some regions are up to a year behind where they should be.

—McKinsey senior partner Andrew Goodman, on COVID-19 learning loss﻿

It’s about the finish line. Even as higher-education institutions work toward greater diversity, the students they recruit from underrepresented backgrounds might not get the support needed to graduate. Explore the sobering data here—and let’s hope we can turn the tide.Rise to the top. Students at historically black colleges and universities (HBCUs) in the US have an impressive economic mobility rate, with graduates being 51 percent more likely than graduates of non-HBCUs to move into a higher-income quintile.Pick up some fun facts for Day 1. Have you heard of what’s likely the most dangerous spatula in the history of mankind? If not, check out our interactive on the 670,000 pieces of space junk zinging around the atmosphere.

Is it even worth it? China’s Gen Z, despite being the country’s most educated generation ever, are unemployed at rate of 19.3 percent due to a lack of jobs and low hiring—they may in fact be “overeducated” for the labor market. [Business Standard]Work, work, work, work, work. Much was written about lazy millennial teens fleeing the workforce, but Gen Zers are rushing right back in: the teen employment rate in the US is rising unexpectedly quickly. [WaPo]

Raised eyebrows. Gen Zers have less faith in higher-education institutions than their older peers: in a survey, only 41 percent said that they would trust colleges and universities. [HigherEd Dive]"
"126","Gen Z wants to bond with coworkers, but that doesn’t mean we want to follow you",2022-08-02,"/~/media/mckinsey/email/genz/2022/08/02/2022-08-02b.html","So while the complicated lines between work and play keep being redrawn, please don’t take it personally if I leave your follow invite in request purgatory.","Story time: A few years ago, an excited student who got a dream internship used a curse word and named the organization in a tweet announcing the good news. When another Twitter user who the student didn’t know commented on the profanity, the student responded with a profane suggestion. The twist? The commentor worked for an organization related to the student’s prospective employer.  It’s a classic “watch what you post” bogeyman story, but even normal social-media use can be complicated for Gen Z professionals. We’re hyperaware that the “internet is forever,” but we’re also urged to build a digital network or brand and know that much of recruiting takes place online—Gen Z is now the fastest-growing demographic on LinkedIn.

Some of us now maintain a sanitized public profile while turning to closer-knit spaces to socialize—disappearing stories, second accounts just for friends, or apps like BeReal that combine them both. Gen Zers in Asian–Pacific countries report curating social media very, very carefully, and opt to post pictures instead of videos.  Online recon goes both ways, too: 54 percent of Gen Z admitted to investigating their potential bosses on social media before an interview, Fortune reports—looking for signs of a workplace culture they may not vibe with long term. If they don’t like what they see—and 18-to-24-year-olds report flexibility, career development potential, meaningful work, and reliable and supportive people as necessary values—they’re willing to walk for a better fit, especially as the competition for talent remains high.  (Want more? Here’s what other generations value most.) It’s the nature of work these days to be connected across a million platforms, and Gen Z does want to bond with colleagues. But it’s not just swearing that can have consequences—one 25-year-old went viral for claiming that she was fired after posting a TikTok that included her salary figure.

So while the complicated lines between work and play keep being redrawn, please don’t take it personally if I leave your follow invite in request purgatory.

A good company culture is vital because we’ve all seen the effects of burnout—and toxic workplace behavior is the biggest driver of wanting to leave.

Can’t quit your phone? Social media is more ubiquitous than ever, and many people wouldn’t give it up if you paid them—literally. Research that offered cash to give up WhatsApp or Facebook found that many people had a high price tag.

Another kind of space race. While Gen Z likes hybrid work, lots of young people don’t want to work from home five days a week—and a carefully redesigned office space is one way to tempt employees back through the doors. Love, actually. The human brain is predisposed to find love anywhere—one factory worker in a tough gig even gave all his machines names and personalities. But doing a job that we’re truly passionate about kicks off a chemical cocktail in the brain that’s key to long-term fulfillment.

Tick tock, competitors. As their users flock away, social-media sites are launching new features to try to replicate the short-video titan’s success, but is it too little, too late? [New Yorker]When it’s really not you. The FBI has received reports of people using deepfakes—computer-generated videos that look like real people—in their job interviews. [VICE]"
"127","Gen Z is asking ‘YPMPGAS’ when prices are so high",2022-07-26,"/~/media/mckinsey/email/genz/2022/07/26/2022-07-26b.html","If you or a loved one has felt like crying at a gas station pump recently, you’re not alone.","In 1999, the year I was born, a gallon of gas cost, on average, $1.17 in the US. That’s a far cry from last week’s national average of $4.50 a gallon.

Gas prices have increased as a result of inflation and the war in Ukraine, with US record highs last month at $5.03 a gallon. While that’s bad for everyone, inflation hits Gen Z—the lowest-earning generation—especially hard. A little math problem: if you’re driving a car that’s ten years old, you might get about 20 miles to the gallon. If your commute is just ten miles, then at $5 per gallon, you’d be spending $25 a week just to get to work—that’s 8.6 percent of your income for a full-time, minimum-wage job.

(Plus, $5 per gallon is considered affordable compared with costs in other countries: the same quantity of gas now costs a whopping $11.37 in Hong Kong, which has the highest gas prices in the world.)     It’s no wonder that Gen Z has struggled the most when paying off cars this year, according to Fortune. Or that we have the fewest licensed drivers and the lowest interest in car ownership Another big factor for low car ownership among Gen Zers is the popularity of ridesharing; more than 40 million trips are booked on the two largest e-hailing apps every day.Though Gen Z likes to joke about dramatically staring out the backseat window like in a movie—“Where are you headed?” “Home. I’m going home”—we really love ridesharing because it’s easy, there are no parking or fuel costs, and we’re uniquely comfortable paying for access instead of ownership.  And for those cars that do sell, more might be electric vehicles (EVs), which is at least a small upside for the planet. Plus, seeing EV owners gloat with vanity plates like “YPMPGAS” and “NOMOGAS” is kind of funny—though I’ll be laughing a lot more if gas prices drop a few dollars too.

—Sven Smit, senior partner and chair of the McKinsey Global Institute, on the war in Ukraine’s effect on oil prices

Not a flying DeLorean—but close. Flight company Joby Aviation is betting big on air taxis—it plans to use an electric vertical takeoff and landing (eVTOL) aircraft as a flying rideshare service, taking off as soon as 2024.

Pump it up. Need an inflation primer? Check out these seven charts to learn more about how inflation is flipping the script across food prices, wages, and more. It’s not just cars. The price of jet fuel has increased more than 90 percent since the start of 2022—but that might not be an entirely bad thing for airlines.

Can we just meet there? Inflation is also hitting dating hard—with prices rising for everything from gas to transportation to food, it costs more than ever to try and find love. [Bloomberg]

Can I borrow the car? Nearly 30 percent of adult Gen Zers are living at home with their parents to save on housing and food costs, and they have no plans of moving out. [NYT]"
"128","Riding the nostalgia wave: Gen Z is dreaming of the ’80s and ’90s",2022-07-19,"/~/media/mckinsey/email/genz/2022/07/19/2022-07-19b.html","This week, in a #throwback—remember when that was a thing?—to yesteryear, we’re talking nostalgia and Gen Z.","Maybe you’ve seen one of the recent TikTok trends where people post videos flashing back to pictures of their younger selves. This week, in a #throwback—remember when that was a thing?—to yesteryear, we’re talking nostalgia and Gen Z.

Insider (previously Business Insider) says Gen Z brought the ’90s back because it feels “impossible to grow up in today’s economy.”

Old-school trends like drive-in cinemas are making a comeback, and ’80s-themed show Stranger Things is once again turning the internet upside down.

’90s tunes are back, alright. It’s now the most popular decade of music in America—even more than current music, according to Axios.

Nostalgia is big these days—#nostalgia and #y2k both have tens of billions of views on TikTok, and Gen Z can’t get enough of ’90s fashion trends. We’re combing racks for low-rise jeans, and the luxury resale market is surging: it was worth $25 billion to $30 billion in 2020 and is expected to grow by 10 to 15 percent every year for the next decade.    Thrifting fits with both Gen Zers’ style goals and their commitment to sustainability through supporting circular fashion—plus, it takes advantage of the $500 billion to $1 trillion of luxury items sitting in peoples’ closets. And even athleisure (often reminiscent of ’80s workout apparel) is gaining ground.  But the passion for nostalgia runs deeper: into music, trends, and attitudes. Some believe that Gen Z is yearning for a “simpler time”—one that didn’t pose the issues of climate change, rapidly rising inflation, and global unrest. In some places, inflation has doubled projected rates this year, posing a grim outlook for people just entering the economy, and consumers young and old are reacting to the stress of rising prices. Gen Z is also at the forefront of the behavioral-health crisis, as its members report having the least positive outlook on life. So familiarity—like the shows and movies you watched as a kid—can be comforting. When looking ahead seems scary, it can be easier to look backward. Maybe the nostalgia push is just a form of self-care, but at least we’ll go through it with a great soundtrack.

As inflation rockets ahead, causing concerns for the future, many trends are looking backward.

It’s preloved. This episode of the McKinsey on Start-ups podcast talks to the CEO of major secondhand fashion collective Vestiaire on why the clothes of the past are the commerce of the future.

Beautiful future. Sometimes it’s good to look back—blue eyeshadow, anyone?—and sometimes a fresh take is well overdue. Meet the beauty executives (Tracee Ellis Ross, Lisa Price, and more) who are causing waves by catering to the long-underserved Black consumer. Roll credits. Stacey Sher, producer of Pulp Fiction and Erin Brockovich, shares her insights on the future of film (are theaters coming back?) and how to get young people to see movies in person—including her vision of cinemas in 2030.

Juicy details. Here are some of the clever ways brands are tapping into Gen Z’s love for nostalgia, from velour tracksuits to trending ’80s tracks; plus, why the generation is so primed for looking back. [Fast Company]Economic nostalgia. Some Americans are reminiscing fondly on the days of stimulus checks from the early pandemic, as the effects of COVID-19 linger and inflation is rearing its head. [WaPo]"
"129","Will Gen Z sink or swim the sportswear industry?",2022-07-12,"/~/media/mckinsey/email/genz/2022/07/12/2022-07-12b.html","Do you follow a sports team? Ever buy some merch? The NFL’s chief marketing officer said that “if you don’t acquire a fan by the time they’re 18, you’re most likely never going to get them.” A few years ago, execs feared that millennials would be the death of sports fandom—they were largely wrong, but now it’s Gen Z’s turn in the hot seat.","Do you follow a sports team? Ever buy some merch? The NFL’s chief marketing officer said that “if you don’t acquire a fan by the time they’re 18, you’re most likely never going to get them.” A few years ago, execs feared that millennials would be the death of sports fandom—they were largely wrong, but now it’s Gen Z’s turn in the hot seat.

On the one hand, viewership is down—only 23 percent of Gen Z said they’re passionate sports fans.

On the other, sporting apparel is a rare industry that’s seeing real growth postpandemic—global sportswear saw €295 billion ($299 billion) in sales in 2021 and is on track to exceed €395 billion ($401 billion) by 2025.

And despite our lower budgets, Gen Zers are the least likely generation to reduce spending on sports apparel (like jerseys, snapbacks, the pulled-up crew sock, and more) in the face of rising inflation.

Why the sporting splurges? One survey found that 70 percent of younger consumers said their purchase decisions are influenced by social media. We like to engage with other fans, and that’s moved from the sports bar or the stands to online—some brands have created online sports communities to reach Gen Z where they are.

Official sports team accounts on TikTok or Snapchat might repost edited highlight reels or playfully smack talk other teams’ accounts in the comments section. Those efforts have seen big wins, as brands have astronomically grown their followings among Gen Z and millennials.

Many of us like sports; we just follow them differently—and one survey found that respondents aged 34 and under claimed to follow more sports (an average of 6.3 sports) than older viewers.

Plus, while it’s not the same hot-dog-and-Cracker-Jack affair, esports are booming among Gen Z—tournament prize pots can be in the millions of dollars—as are viewership stats. While online versions of sports like soccer or basketball are well watched, it’s video-game-only events like Fortnite that are truly popular.

Only time will tell how faithful Gen Zers are to traditional sports—but the odds are looking good.

Sports-apparel sales stayed particularly strong online despite pandemic-era dips, and the industry was back on track by early 2022.

Constant evolution. Esports are rapidly expanding, with millions of viewers worldwide tuning in to watch fantasy, sports, or battle matches online. And with that comes a lot of opportunity for major brand deals.Don’t compete; collaborate. Actor and former pro football player Terry Crews shares his insights on how to make it to the top—and it’s not only through aggression. Instead, he wants “tough guys” to open up to succeed.Try something new. Bill Osborne, outgoing president of New Zealand Rugby, shows you can have it all—he was a star player with the All Blacks who also struck it big in business. He shares how his Maori worldview (and his in-game strategy) taught him leadership on a global stage.

Show me the money. Now that college athletes in the US can make their own brand deals, a few have signed deals worth seven figures, and some with smaller followings are turning to platforms that award small payouts per post. [WaPo]What a journey. Ever wonder how it became popular for fans (not just the people playing) to wear jerseys to games? Here’s a great throwback article on the history of the commercial jersey. [Sports Illustrated]

"
"130","Where does Gen Z get their news?",2022-07-05,"/~/media/mckinsey/email/genz/2022/07/05/2022-07-05b.html","Where do you get your news? I get mine from a whirlwind of my favorite digital-newspaper home pages, a couple of podcasts, and the clickbait headlines from my feeds. And of course, push notifications sharing all the news that’s fit to blast.","Where do you get your news? I get mine from a whirlwind of my favorite digital-newspaper home pages, a couple of podcasts, and the clickbait headlines from my feeds. And of course, push notifications sharing all the news that’s fit to blast.

These days, we’re more connected than ever—Europe has gained 100 million digital users since 2019, 80 to 90 percent of people in the Middle East have a smartphone, and the US is spending $100 billion to bring access to high-speed internet to every household—so it’s no wonder Gen Z expects instant updates on news and culture.

Surveys have found the following:

At least 50 percent of Gen Zers﻿ see news on social media daily.

Up to 15 percent of people aged 18–24 regularly get their news from TikTok.

Of teens who follow news, 66 percent say they get most of it from push notifications.

Gen Z news isn’t just cold, hard facts; it includes quick briefings and video spoofs that play on current memes. The internet has changed how sources spread stories﻿, because the audience is networked too—a lot of the news you consume might be what your friends decided to repost.     (Our emotional responses also shape how we share: while the bad news gets blasted on major channels, more positive news is often passed from person to person.)  Gen Zers also see a difference between the news and news: the news is serious business, while news can be the latest on the Pete/Kim romance or cool science facts. While 39 percent of people under 24 prefer to get the news from social media, 34 percent seek out trusted news sites or apps when it comes to current events.Gen Z was raised on free news, but some of us are still willing to pay for local or quality stories—especially when they’re accompanied by great visuals or a smooth app experience. We may have short attention spans, but we’re still paying attention when it matters.

—Former New York Times CEO Mark Thompson

Breaking news down. Print newspapers have long been in hot water—here’s the inside scoop on how the New York Times﻿ turned its profit goals into subscriptions as it aimed to become the first “general-interest, premium news provider.” (This is one of my favorite McKinsey interviews ever.)

Check the forecast. At the start of 2022, top media personnel from around the globe predicted what we’d see more of this year—including debates on free speech online, hybrid-work controversies, and rising inflation. Halfway in, how are they doing? (And don’t miss the edition focused on headlines in Asia.)Arts, entertainment, and … data? The ways we tell stories are getting more complicated—MIT’s Deb Roy breaks down “truth decay” and training AI to predict media habits using 100 million retweets.

You’re on New York time. New York City is the most connected city in the United States, and 21 percent of foreign visitors include the metropolis in their itinerary. The pandemic was dire for the tourism industry—and bringing visitors back to the concrete jungle is critical for a full recovery.

The personal brand is dead. Lots of Gen Zers are no longer into the whole social-media fame thing—for those embarrassed by look-at-me culture or worried about public social-media doxxing, retreating into private, nameless spaces or anonymous accounts provides an escape. [The Atlantic]"
"131","Making start-up magic: Will your company be the next unicorn?",2022-06-28,"/~/media/mckinsey/email/genz/2022/06/28/2022-06-28b.html","Welcome back—while some start-ups have seen their growth slow in recent months, the prospect of a billion-dollar idea still has a hold on Gen Z.","Ever had a great idea for a start-up? Well, it’s time to get it out of your notes app and make it a reality. More than a thousand start-ups have hit “unicorn” status (cheat sheet: that generally refers to start-ups valued at $1 billion or more), and up to 62 percent of Gen Z has expressed interest in starting their own company. Here are some bite-size takes on start-up success while you work on your own golden-ticket idea.

Who do you have? Pakistan has the fourth-largest Gen Z and younger population in the world, with a median age of just 22. What do you get with a young, English-speaking crowd that’s also tech savvy? A country primed for start-up success, with many businesses growing fast on increased venture capital flows.

What gap can you fill? The founders of Middle East ride-sharing app Careem—now part of Uber’s holdings—saw an opportunity to empower women. They heard there were upward of 2.5 million women in Saudi Arabia who wanted to work but didn’t have reliable transportation—and filling that gap helped drive growth too.

How can you generate green (of all kinds)? Sustainability start-ups are making waves by scaling climate tech. One company, PsiQuantum, even plans to use quantum computing to tackle global warming.

What can be done better? Ever dealt with a project that required a lot of manual work and thought, “There’s got to be an easier way”? You’re not alone. One founder in a similar situation used it as inspiration—and built a software company that racked up an $800 million valuation.

What success can you replicate? If it’s not broken, don’t fix it—consider modeling your approach on one that’s already working. Analysis of the top 1,000 European tech start-ups unearthed four winning approaches:

network plays, where offerings become more valuable as they gain users (for example, food delivery service Deliveroo)

scale plays, which achieve early sales growth to reach critical size (such as music platform Spotify)

product plays, which prioritize superior products or outstanding customer experiences (for instance, fintech N26)

deep-tech plays, where the focus on cutting-edge research and development can commercialize scientific breakthroughs (for example, air mobility company Lilium)

You can color outside those lines, but they’re a good place to get started … up.   Want more? Explore a list of 15 unicorns started by McKinsey alumni.

Start-ups can have big impact beyond their doors: more take-off in Germany could create more value—and many more jobs.

Improvise, adapt, overcome. There are tons of old-school management techniques that make up “how we do things” in business. But author Roger Martin argues that it’s time to throw out the playbook as those rules start to crumble.

Let’s get meta. A great arena for start-ups: the metaverse, which has the potential to create $5 trillion in value by 2030. Are you ready to navigate all ten of its layers? Keep summiting. Silicon Valley’s Marc Andreessen explains the two modes of tech: you’re either wandering around in search mode looking for new problems, or you’re in hill-climbing mode, tackling those solutions. As smartphones plateau, what’s next? (Plus, he talks about AI, crypto, Web3, the downside of a Harvard MBA, and more.)

Wolves of Wall Street? A study shows that the vast majority of Gen Z in the US say they believe they’ll be wealthy one day—72 percent, despite the threat of inflation, recession, and more. Older generations aren’t so optimistic. [TheStreet]

My starting salary is … One of the biggest questions for a start-up founder: What are you going to pay yourself? The salaries that the big cheeses take home can be telling about the health, wealth, and long-term goals of the start-up. [NYT]Not all rosy. Despite the past years’ upward hiring trends, things are changing as the economy continues to struggle—for example, some major tech companies are eliminating positions, leaving recent grads scrambling. [Reuters]"
"132","Here’s why it’s a good thing that ~25% of Gen Z is looking to leave their jobs",2022-06-21,"/~/media/mckinsey/email/genz/2022/06/21/2022-06-21b.html","Welcome back! Have you seen the memes of employers asking for ten years of experience for an entry-level job? It’s funny because it’s true.","Few entry-level workers expect their first job to be their forever home—there’s no more “get a job out of college and stay until retirement.” Gen Z is already infamous for its cunning job hoppers, but making a jump can be one of the best tools you have at your disposal.

That’s backed up by our new report, which found that there’s nothing more important to your salary than experience—it can be responsible for a whopping 40 to 60 percent of your total lifetime earnings 🤯.

What jobs have you held so far? Folding grandpa cardigans as a retail clerk might have taught you customer service and saintlike patience, lifeguarding might have given you leadership skills, and in your first postcollegiate job (shameless plug: maybe with us?), you might learn budgeting and project management … you see my point. It’s the whole tool kit that matters, and you’re the sum of all your parts.

That’s why bold career moves can help in the long run as you stack your résumé’s skills section. They’re useful in the short term, too: one 25-year-old more than doubled her salary by switching jobs every year and a half since she graduated.

No wonder around 25 percent of Gen Z say they’re hoping or planning to leave their job within the next six months.

While more than 80 percent of role moves are to a new company, there are more options than simply abandoning ship—you could advocate for new responsibilities at your current job or apply for a promotion or role switch within your company. Sure, it’s intimidating to ask to take on more when you don’t have the prior experience, but it can be a win for your company too. Organizations benefit from retaining employees who aren’t afraid to step up and from having a highly skilled workforce, which can come from giving more employees opportunities to learn and grow.

We’ve found that the most upwardly mobile people make bold moves frequently. So be brave and ask your boss for that new opportunity—you’ll be glad today, tomorrow, and long down the line.

Workers are in a great position, and they’re seeing wages rise—in some cases, doubling rates from before the COVID-19 pandemic. Is it time for you to make a switch?

—McKinsey partner and talent expert Bryan Hancock on the rise of worker power﻿

Making the move. Acha Leke, a senior partner and chairman of our African region—now known as “the most connected person in Africa”—made a career move of his own when he chose to relocate to South Africa at a time when “nobody was moving to the continent.” Here’s how he used purpose to carve his own path.

The employer POV. When workers bail out for better jobs (or just to not be doing that job), it can leave a big gap behind. To lure talent back in, employers need to adapt to offer more pay, provide flexibility and work–life balance, and rethink their hiring strategy.

‘Gen Z does not dream of labor.’ Rather than buying into the rat race, many members of Gen Z are choosing lives that allow them leisure time to pursue their passions. There’s no “dream job,” because a job isn’t the dream—it’s just a way to fund the things that are. [Vox]

See you later. One survey finds that around 25 percent of Gen Z workers say they were hoping or planning to leave their current job in the next six months—to grab pay bumps or new experiences. [LinkedIn News]Don’t be that person who doesn’t call. Employers are losing talented candidates (who are sorely needed in today’s market) because of annoying hiring processes or slow response rates: 62 percent of candidates say they lose interest after an interview in two weeks if they haven’t been contacted. [Harvard Business Review]

On our Careers Blog, Yukiko, a partner and recruiter, shares how she holds the door open behind her for the next generation of great talent ﻿

﻿Sign up for our free Careers Blog newsletter or >40 other free alerts and newsletters ﻿﻿"
